Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
22/09/2022 16:00,21/09/2022,"Calorific Value, LDZ(NE)",40.4,22/09/2022 16:03,
22/09/2022 16:00,21/09/2022,"Calorific Value, LDZ(NO)",40.2,22/09/2022 16:03,
22/09/2022 16:00,21/09/2022,"Calorific Value, LDZ(SC)",39.5,22/09/2022 16:03,
22/09/2022 16:00,21/09/2022,"Calorific Value, LDZ(SO)",40,22/09/2022 16:03,
22/09/2022 16:00,21/09/2022,"Calorific Value, LDZ(SW)",39.4,22/09/2022 16:03,
22/09/2022 16:00,20/09/2022,"Calorific Value, LDZ(NE)",40.4,22/09/2022 16:03,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(EA)",39.7,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(EM)",40,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(NE)",39.8,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(NO)",40.2,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(NT)",39.7,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(NW)",39.9,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(SC)",40,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(SE)",38.8,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(SO)",39.9,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(SW)",39.4,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(WM)",39.8,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(WN)",40,22/09/2022 10:35,
22/09/2022 10:30,22/09/2022,"Calorific Value, LDZ(WS)",39.4,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, Campbeltown",38.8,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, LDZ(EA)",39.5,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, LDZ(EM)",39.8,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, LDZ(NT)",39.4,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, LDZ(NW)",39.8,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, LDZ(SE)",38.8,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, LDZ(WM)",39.8,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, LDZ(WN)",39.9,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, LDZ(WS)",39.4,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, Oban",38.8,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, Stornoway",93,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, Stranraer",38.8,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, Thurso",38.8,22/09/2022 10:35,
22/09/2022 10:30,21/09/2022,"Calorific Value, Wick",38.8,22/09/2022 10:35,
21/09/2022 16:00,20/09/2022,"Calorific Value, LDZ(NO)",40.2,21/09/2022 16:04,
21/09/2022 16:00,20/09/2022,"Calorific Value, LDZ(SC)",40,21/09/2022 16:04,
21/09/2022 16:00,20/09/2022,"Calorific Value, LDZ(SO)",39.9,21/09/2022 16:04,
21/09/2022 16:00,20/09/2022,"Calorific Value, LDZ(SW)",39.4,21/09/2022 16:04,
21/09/2022 16:00,18/09/2022,"Calorific Value, LDZ(SC)",40.2,21/09/2022 16:04,
21/09/2022 16:00,18/09/2022,"Calorific Value, LDZ(SO)",39.9,21/09/2022 16:04,
21/09/2022 16:00,17/09/2022,"Calorific Value, LDZ(NO)",40.5,21/09/2022 16:04,
21/09/2022 10:30,20/09/2022,"Calorific Value, Campbeltown",38.8,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, LDZ(EA)",39.7,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, LDZ(EM)",40,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, LDZ(NT)",39.7,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, LDZ(NW)",39.9,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, LDZ(SE)",38.8,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, LDZ(WM)",39.8,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, LDZ(WN)",40,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, LDZ(WS)",39.4,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, Oban",38.8,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, Stornoway",93,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, Stranraer",38.8,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, Thurso",38.8,21/09/2022 10:34,
21/09/2022 10:30,20/09/2022,"Calorific Value, Wick",38.8,21/09/2022 10:34,
20/09/2022 16:00,19/09/2022,"Calorific Value, Campbeltown",38.8,20/09/2022 16:04,
20/09/2022 16:00,19/09/2022,"Calorific Value, LDZ(EM)",40.1,20/09/2022 16:04,
20/09/2022 16:00,19/09/2022,"Calorific Value, LDZ(SW)",39.3,20/09/2022 16:04,
20/09/2022 16:00,19/09/2022,"Calorific Value, Oban",38.8,20/09/2022 16:04,
20/09/2022 16:00,19/09/2022,"Calorific Value, Stornoway",93,20/09/2022 16:04,
20/09/2022 16:00,19/09/2022,"Calorific Value, Stranraer",38.8,20/09/2022 16:04,
20/09/2022 16:00,19/09/2022,"Calorific Value, Thurso",38.8,20/09/2022 16:04,
20/09/2022 16:00,19/09/2022,"Calorific Value, Wick",38.8,20/09/2022 16:04,
20/09/2022 16:00,18/09/2022,"Calorific Value, LDZ(SW)",39.3,20/09/2022 16:04,
20/09/2022 16:00,17/09/2022,"Calorific Value, LDZ(EM)",40,20/09/2022 16:04,
20/09/2022 16:00,17/09/2022,"Calorific Value, LDZ(NE)",40.1,20/09/2022 16:04,
20/09/2022 16:00,17/09/2022,"Calorific Value, LDZ(NW)",40,20/09/2022 16:04,
20/09/2022 16:00,17/09/2022,"Calorific Value, LDZ(SW)",39.5,20/09/2022 16:04,
20/09/2022 16:00,16/09/2022,"Calorific Value, LDZ(EM)",40,20/09/2022 16:04,
20/09/2022 16:00,16/09/2022,"Calorific Value, LDZ(SW)",39.4,20/09/2022 16:04,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(EA)",39.8,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(NE)",38,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(NO)",40,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(NT)",39.9,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(NW)",40.1,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(SC)",38,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(SE)",38.9,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(SO)",39.4,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(WM)",39.4,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(WN)",40,20/09/2022 10:33,
20/09/2022 10:30,19/09/2022,"Calorific Value, LDZ(WS)",39.3,20/09/2022 10:33,
19/09/2022 16:00,16/09/2022,"Calorific Value, LDZ(NE)",40.2,19/09/2022 16:04,
19/09/2022 16:00,16/09/2022,"Calorific Value, LDZ(NO)",39.5,19/09/2022 16:04,
19/09/2022 16:00,15/09/2022,"Calorific Value, LDZ(NE)",40.2,19/09/2022 16:04,
19/09/2022 16:00,15/09/2022,"Calorific Value, LDZ(NO)",40.2,19/09/2022 16:04,
19/09/2022 16:00,14/09/2022,"Calorific Value, LDZ(NE)",40.2,19/09/2022 16:04,
19/09/2022 10:30,18/09/2022,"Calorific Value, Campbeltown",38.8,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(EA)",39.6,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(EM)",40,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(NE)",38,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(NO)",40,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(NT)",39.8,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(NW)",40,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(SE)",38.9,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(WM)",39.3,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(WN)",40,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, LDZ(WS)",39.3,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, Oban",38.8,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, Stornoway",93,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, Stranraer",38.8,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, Thurso",38.8,19/09/2022 10:33,
19/09/2022 10:30,18/09/2022,"Calorific Value, Wick",38.8,19/09/2022 10:33,
18/09/2022 10:30,17/09/2022,"Calorific Value, Campbeltown",38.8,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, LDZ(EA)",39.4,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, LDZ(NT)",39.4,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, LDZ(SC)",38,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, LDZ(SE)",39,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, LDZ(SO)",39.4,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, LDZ(WM)",39.4,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, LDZ(WN)",39.9,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, LDZ(WS)",39.4,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, Oban",38.8,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, Stornoway",93,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, Stranraer",38.8,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, Thurso",38.8,18/09/2022 10:32,
18/09/2022 10:30,17/09/2022,"Calorific Value, Wick",38.8,18/09/2022 10:32,
17/09/2022 10:30,16/09/2022,"Calorific Value, Campbeltown",38.8,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, LDZ(EA)",39.3,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, LDZ(NT)",39.1,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, LDZ(NW)",39.8,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, LDZ(SC)",38,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, LDZ(SE)",39,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, LDZ(SO)",39.5,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, LDZ(WM)",39.4,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, LDZ(WN)",39.9,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, LDZ(WS)",39.4,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, Oban",38.8,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, Stornoway",93,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, Stranraer",38.8,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, Thurso",38.8,17/09/2022 10:33,
17/09/2022 10:30,16/09/2022,"Calorific Value, Wick",38.8,17/09/2022 10:33,
16/09/2022 16:00,15/09/2022,"Calorific Value, LDZ(SC)",40,16/09/2022 16:03,
16/09/2022 16:00,15/09/2022,"Calorific Value, LDZ(SO)",40,16/09/2022 16:03,
16/09/2022 16:00,15/09/2022,"Calorific Value, LDZ(SW)",39.4,16/09/2022 16:03,
16/09/2022 16:00,14/09/2022,"Calorific Value, LDZ(NO)",40.4,16/09/2022 16:03,
16/09/2022 16:00,13/09/2022,"Calorific Value, LDZ(NO)",40.5,16/09/2022 16:03,
16/09/2022 16:00,12/09/2022,"Calorific Value, LDZ(NO)",40.4,16/09/2022 16:03,
16/09/2022 10:30,15/09/2022,"Calorific Value, Campbeltown",38.8,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, LDZ(EA)",39.6,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, LDZ(EM)",40,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, LDZ(NT)",39.5,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, LDZ(NW)",40,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, LDZ(SE)",39.1,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, LDZ(WM)",39.4,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, LDZ(WN)",40,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, LDZ(WS)",39.4,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, Oban",38.8,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, Stornoway",93,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, Stranraer",38.8,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, Thurso",38.8,16/09/2022 10:33,
16/09/2022 10:30,15/09/2022,"Calorific Value, Wick",38.8,16/09/2022 10:33,
15/09/2022 16:00,14/09/2022,"Calorific Value, LDZ(SC)",39.9,15/09/2022 16:03,
15/09/2022 16:00,14/09/2022,"Calorific Value, LDZ(SO)",40,15/09/2022 16:03,
15/09/2022 16:00,14/09/2022,"Calorific Value, LDZ(SW)",39.4,15/09/2022 16:03,
15/09/2022 16:00,13/09/2022,"Calorific Value, LDZ(NE)",40.4,15/09/2022 16:03,
15/09/2022 16:00,11/09/2022,"Calorific Value, LDZ(NE)",40.4,15/09/2022 16:03,
15/09/2022 16:00,10/09/2022,"Calorific Value, LDZ(NE)",40.5,15/09/2022 16:03,
15/09/2022 10:30,14/09/2022,"Calorific Value, Campbeltown",38.8,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, LDZ(EA)",39.7,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, LDZ(EM)",39.6,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, LDZ(NT)",39.6,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, LDZ(NW)",39.9,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, LDZ(SE)",39.1,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, LDZ(WM)",39.7,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, LDZ(WN)",40,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, LDZ(WS)",39.4,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, Oban",38.8,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, Stornoway",93,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, Stranraer",38.8,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, Thurso",38.8,15/09/2022 10:32,
15/09/2022 10:30,14/09/2022,"Calorific Value, Wick",38.8,15/09/2022 10:32,
14/09/2022 16:00,13/09/2022,"Calorific Value, LDZ(SC)",40,14/09/2022 16:03,
14/09/2022 16:00,12/09/2022,"Calorific Value, LDZ(EA)",39.7,14/09/2022 16:03,
14/09/2022 16:00,12/09/2022,"Calorific Value, LDZ(NE)",39.8,14/09/2022 16:03,
14/09/2022 16:00,11/09/2022,"Calorific Value, LDZ(EA)",39.5,14/09/2022 16:03,
14/09/2022 16:00,11/09/2022,"Calorific Value, LDZ(NO)",40.2,14/09/2022 16:03,
14/09/2022 16:00,10/09/2022,"Calorific Value, LDZ(NO)",40.5,14/09/2022 16:03,
14/09/2022 16:00,09/09/2022,"Calorific Value, LDZ(NO)",40.5,14/09/2022 16:03,
14/09/2022 10:30,13/09/2022,"Calorific Value, Campbeltown",38.8,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(EA)",39.9,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(EM)",40,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(NT)",39.9,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(NW)",39.9,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(SE)",39,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(SO)",40,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(SW)",39.3,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(WM)",39.8,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(WN)",40,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, LDZ(WS)",39.3,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, Oban",38.8,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, Stornoway",93,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, Stranraer",38.8,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, Thurso",38.8,14/09/2022 10:32,
14/09/2022 10:30,13/09/2022,"Calorific Value, Wick",38.8,14/09/2022 10:32,
13/09/2022 16:00,12/09/2022,"Calorific Value, LDZ(SC)",40,13/09/2022 16:03,
13/09/2022 16:00,09/09/2022,"Calorific Value, LDZ(NE)",39.8,13/09/2022 16:03,
13/09/2022 16:00,08/09/2022,"Calorific Value, LDZ(NO)",40.1,13/09/2022 16:03,
13/09/2022 10:30,12/09/2022,"Calorific Value, Campbeltown",38.8,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, LDZ(EM)",40,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, LDZ(NT)",39.7,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, LDZ(NW)",39.9,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, LDZ(SE)",39.1,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, LDZ(SO)",39.9,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, LDZ(SW)",39.3,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, LDZ(WM)",39.8,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, LDZ(WN)",40,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, LDZ(WS)",39.3,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, Oban",38.8,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, Stornoway",93,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, Stranraer",38.8,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, Thurso",38.8,13/09/2022 10:33,
13/09/2022 10:30,12/09/2022,"Calorific Value, Wick",38.8,13/09/2022 10:33,
12/09/2022 16:00,11/09/2022,"Calorific Value, LDZ(SW)",39.3,12/09/2022 16:03,
12/09/2022 16:00,10/09/2022,"Calorific Value, LDZ(EA)",39.6,12/09/2022 16:03,
12/09/2022 16:00,10/09/2022,"Calorific Value, LDZ(SC)",40.1,12/09/2022 16:03,
12/09/2022 16:00,10/09/2022,"Calorific Value, LDZ(SW)",39.4,12/09/2022 16:03,
12/09/2022 16:00,10/09/2022,"Calorific Value, LDZ(WM)",39.8,12/09/2022 16:03,
12/09/2022 16:00,09/09/2022,"Calorific Value, LDZ(EA)",39.7,12/09/2022 16:03,
12/09/2022 16:00,09/09/2022,"Calorific Value, LDZ(NW)",39.8,12/09/2022 16:03,
12/09/2022 16:00,09/09/2022,"Calorific Value, LDZ(SC)",40.2,12/09/2022 16:03,
12/09/2022 16:00,09/09/2022,"Calorific Value, LDZ(SE)",39.1,12/09/2022 16:03,
12/09/2022 16:00,09/09/2022,"Calorific Value, LDZ(SW)",39.4,12/09/2022 16:03,
12/09/2022 16:00,08/09/2022,"Calorific Value, LDZ(SC)",40.1,12/09/2022 16:03,
12/09/2022 10:30,11/09/2022,"Calorific Value, Campbeltown",38.8,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, LDZ(EM)",40,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, LDZ(NT)",39.9,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, LDZ(NW)",40,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, LDZ(SC)",38,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, LDZ(SE)",39.1,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, LDZ(SO)",39.8,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, LDZ(WM)",39.2,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, LDZ(WN)",40,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, LDZ(WS)",39.3,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, Oban",38.8,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, Stornoway",93,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, Stranraer",38.8,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, Thurso",38.8,12/09/2022 10:32,
12/09/2022 10:30,11/09/2022,"Calorific Value, Wick",38.8,12/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, Campbeltown",38.8,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, LDZ(EM)",40.1,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, LDZ(NT)",39.9,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, LDZ(NW)",39.9,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, LDZ(SE)",39,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, LDZ(SO)",39.9,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, LDZ(WN)",40,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, LDZ(WS)",39.4,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, Oban",38.8,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, Stornoway",93,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, Stranraer",38.8,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, Thurso",38.8,11/09/2022 10:32,
11/09/2022 10:30,10/09/2022,"Calorific Value, Wick",38.8,11/09/2022 10:32,
10/09/2022 16:00,08/09/2022,"Calorific Value, LDZ(NE)",39.8,10/09/2022 16:03,
10/09/2022 10:30,09/09/2022,"Calorific Value, Campbeltown",38.8,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, LDZ(EM)",40.1,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, LDZ(NT)",39.8,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, LDZ(SO)",39.9,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, LDZ(WM)",39.5,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, LDZ(WN)",40.1,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, LDZ(WS)",39.4,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, Oban",38.8,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, Stornoway",93,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, Stranraer",38.8,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, Thurso",38.8,10/09/2022 10:33,
10/09/2022 10:30,09/09/2022,"Calorific Value, Wick",38.8,10/09/2022 10:33,
09/09/2022 16:00,08/09/2022,"Calorific Value, LDZ(EA)",39.6,09/09/2022 16:04,
09/09/2022 16:00,08/09/2022,"Calorific Value, LDZ(SW)",39.3,09/09/2022 16:04,
09/09/2022 16:00,07/09/2022,"Calorific Value, LDZ(EA)",39.6,09/09/2022 16:04,
09/09/2022 16:00,07/09/2022,"Calorific Value, LDZ(NE)",39.8,09/09/2022 16:04,
09/09/2022 16:00,07/09/2022,"Calorific Value, LDZ(NO)",40.3,09/09/2022 16:04,
09/09/2022 16:00,06/09/2022,"Calorific Value, LDZ(EA)",39.6,09/09/2022 16:04,
09/09/2022 16:00,06/09/2022,"Calorific Value, LDZ(NO)",40.3,09/09/2022 16:04,
09/09/2022 16:00,05/09/2022,"Calorific Value, LDZ(NO)",40.3,09/09/2022 16:04,
09/09/2022 10:30,08/09/2022,"Calorific Value, Campbeltown",38.8,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, LDZ(EM)",39.9,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, LDZ(NT)",39.6,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, LDZ(NW)",40,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, LDZ(SE)",39.4,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, LDZ(SO)",39.8,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, LDZ(WM)",39.3,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, LDZ(WN)",40,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, LDZ(WS)",39.3,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, Oban",38.8,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, Stornoway",93,09/09/2022 10:33,
